"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26982","Login test for Automation","chromium","2025-12-04","passed","2025-12-04","","login.spec.js","",""
"","29246","Home Lnading Page","chromium","2025-12-04","passed","2025-12-04","","homeLandingPage.spec.js","",""
